id,image_id,lang,prediction,reference,bertscore_f1
53,13,DE,"Das Bild zeigt eine Marktstand mit verschiedenen Gemüsesorten, darunter Süßkartoffeln und Bananen, umgeben von Menschen, die sich auf dem Markt aufhalten.",Dorfbewohner verkaufen ihre Ernte auf dem Markt.,0.709514856338501
54,13,FR,"L'image montre une scène de marché avec des personnes vendant divers produits, principalement des tubercules et des légumes.",Des villageois en train de vendre leur récolte au marché.,0.7322000861167908
55,13,CS,"Na snímku je zahradní trh, kde se prodávají různé plodiny a zelenina. V pozadí jsou obchodníci a nákupníci, kteří si vybírají potraviny. Na přední straně je vidět mnoho druhů zeleniny a plodů, které jsou umístěny na podložkách a na země. Všechno je uspořádáno tak, aby bylo vidět a přístupné pro nákupce.",Vesničané prodávají svou úrodu na trhu.,0.6508612036705017
56,14,EN,A man and child paddle in a yellow kayak.,A man and a baby are in a yellow kayak on water.,0.8830070495605469
57,14,DE,Ein Mann und ein Kind paddeln gemeinsam in einem gelben Kanu auf ruhigem Wasser.,Ein Mann und ein Baby befinden sich in einem gelben Kajak auf dem Wasser.,0.8876178860664368
58,14,FR,"Un homme et un enfant sont assis dans un kayak jaune sur l'eau, le père utilise un bâton de pagaie pour naviguer.","Sur l'eau, un homme et un bébé sont dans un kayak jaune.",0.8532568216323853
59,14,CS,"V levém horním rohu obrázku je žlutý kanoe, v němž sedí dva lidé - dospělý muž s dítětem. Muž drží dřevěnou plovou a sedí na levém konci kanoe, dítě je sedí na pravém konci kanoe. V pozadí je rozptýlená voda, která se odrazuje od lesa.",Muž a malé dítě jsou ve žlutém kajaku na vodě.,0.698090672492981
60,15,EN,A black dog and a brown dog playing with a red frisbee.,A brown and black lab are outside and the black lab is catching a toy in its mouth.,0.7641431093215942
61,15,DE,"Zwei Hunde, ein brauner und ein schwarzer, spielen mit einem roten Frisbee auf einer gepflasterten Terrasse.","Ein brauner und ein schwarzer Labrador im Freien, wobei der schwarze Labrador ein Spielzeug in seinem Maul hat.",0.7358127236366272
62,15,FR,Deux chiens jouent avec un disque sur une surface pavée.,Un labrador brun et un noir sont dehors et le labrador noir attrape un jouet dans sa bouche.,0.7375465035438538
63,15,CS,"Dva psi, jeden tmavě hnědý a druhý černý, hraje se s červeným frisbee na kámeně.",Hnědý a černý labrador jsou venku a černý labrador chytá hračku do své huby.,0.7010614275932312
64,16,EN,A young boy and girl sit at a table eating food.,A young blond-haired boy and a dark-haired girl are eating at a kid's table.,0.8221585750579834
65,16,DE,"Zwei Kinder sitzen an einem Tisch und essen, während sie auf Stühlen sitzen.",Ein blondhaariger Junge und ein dunkelhaariges Mädchen essen an einem Kindertisch.,0.7433764338493347
66,16,FR,Deux enfants sont assis à une table et mangent des gâteaux.,Un jeune garçon blond et une fille aux cheveux noirs mangent sur une table pour les enfants.,0.7872891426086426
67,16,CS,"Dva děti sedí u stolu, jedou dort a hraje se s figurkami.",Mladý blonďatý chlapec a tmavovlasá dívka jí u dětského stolu.,0.6804162263870239
68,17,EN,A woman is laying on a blanket in the grass next to her bike.,A woman is laying on a red blanket in a park.,0.9023621082305908
69,17,DE,"Ein Mann liegt auf einer roten Decke im Park, während er ein Smartphone betrachtet. Seine Fahrrad liegt neben ihm auf dem Gras. Im Hintergrund sind Bäume und ein Weg zu sehen.",Eine Frau liegt auf einer roten Decke in einem Park.,0.798069417476654
70,17,FR,"Une femme est allongée sur un tapis rouge dans un parc, tenant un téléphone portable et regardant à droite. Une bicyclette est placée près d'elle.",Une femme est allongée sur une couverture rouge dans un parc.,0.8423168063163757
71,17,CS,"Na zelené louce leží žena na červené plátně, vedle ní je rozložená kolo.",Žena leží na červené dece v parku.,0.7540728449821472
72,18,EN,A group of people walking up a stone staircase on a bridge.,Many people cross a very tall footbridge with a tree-covered hill in the background.,0.7821382880210876
73,18,DE,"Das Bild zeigt eine steinerne Brücke mit einer roten Rampe, auf der Menschen zu sehen sind, die hinaufsteigen. Der Hintergrund besteht aus einem bewaldeten Hügel und einem klaren Himmel.",Viele Menschen überqueren eine sehr hohe Fußbrücke mit einem baumbewachsenen Hügel im Hintergrund.,0.7440029978752136
74,18,FR,L'image montre une vue de la colline avec un pont en pierre et des personnes qui marchent dessus.,Plusieurs personnes traversent une passerelle très grande avec en arrière-plan une colline couverte d'arbres.,0.7745231986045837
75,18,CS,"Na obrázku je široká kamenná lávka s bílými balustrádami, která vede přes malou červenou rampu do lesního údolí. Na druhé straně je skalní socha a v pozadí se tyčí hora s listnatým lesem. V pozadí jsou lidé, kteří se pohybují po schodech a lávce.",Mnoho lidí přechází velmi vysokou lávku se stromy pokrytým kopcem v pozadí.,0.6901525259017944
76,19,EN,A woman in a Hello Kitty bag is walking down the street.,Two women are walking in a crosswalk with a bus in the background.,0.8064001202583313
77,19,DE,"Das Bild zeigt eine Straßenszene mit einer Frau, die einen hellbraunen Rucksack trägt und sich auf einer Straße bewegt. Sie trägt ein weißes Oberteil und dunkle Hosen. Im Hintergrund sind weitere Personen und ein Bus zu sehen.",Zwei Frauen gehen über einen Fußgängerübergang mit einem Bus im Hintergrund.,0.7170029282569885
78,19,FR,"L'image montre deux femmes marchant sur un trottoir, l'une avec un sac à main et l'autre avec un sac à bandoulière. En arrière-plan, on peut voir un bus et des bâtiments.",Deux femmes marchent dans un passage piétons avec un bus en arrière-plan.,0.7730022668838501
79,19,CS,"Na snímku je dívka v bílém tričku a dlouhých kalhotách, která chůzdí po silnici s oranžovým nákupním taškou. V pozadí je vidět modro-šedý autobus a další lidé, kteří se pohybují.",Dvě ženy jdou po přechodu a v pozadí je autobus.,0.7195909023284912
80,20,EN,A group of people eating at a table with cups and bowls.,A group of people are eating noddles.,0.8298007249832153
81,20,DE,"Das Bild zeigt eine Gruppe von Menschen, die an einem Tisch sitzen und essen. Sie tragen verschiedene Kleidung und scheinen sich in einer entspannten Umgebung zu befinden.",Eine Gruppe von Leuten isst Nudeln.,0.6803436279296875
82,20,FR,"L'image montre des personnes assises autour d'une table, mangeant et parlant ensemble dans un environnement de restaurant ou de café.",Un groupe de gens mangent des nouilles.,0.7222281694412231
83,20,CS,"Na snímku jsou osoby, které sedí u stolu a jedí. V pozadí je vidět několik stolků a lidí, kteří se pohybují nebo sedí.",Skupina lidí jí nudle.,0.6743234992027283
84,21,EN,A man in a suit stands next to two tall poles.,"A security guard stands by a metal, lighted sculpture.",0.7881505489349365
85,21,DE,"Ein Mann in Anzug steht vor einer weißen Wand mit zwei vertikalen Metallstäben, die sich nach oben verjüngen.",Ein Wachmann steht neben einer beleuchteten Metallskulptur.,0.7586594223976135
86,21,FR,L'image montre un homme en costume debout devant deux colonnes métalliques dans une pièce lumineuse.,Un agent de sécurité se tient à coté d'une sculpture métallique éclairée.,0.7856033444404602
87,21,CS,"Na bílém pozadí stojí muž v obleku vedle dvojice černých, přímých sloupů.",Ochranka stojí u kovové osvětlené sochy.,0.6931942105293274
88,22,EN,A girl sits on the curb while talking on her cell phone.,Two girls crouch in front of some bushes and talk on their phones.,0.7953394055366516
89,22,DE,"Zwei Frauen sitzen auf einer gepflasterten Straße, eine telefoniert und die andere schaut nachdenklich zur Seite.",Zwei Mädchen ducken sich vor ein paar Büschen und sprechen in ihre Telefone.,0.7347443699836731
90,22,FR,"Une jeune fille est assise sur un trottoir, tenant son téléphone portable près de son oreille, tandis qu'une autre fille se penche vers elle pour parler.",Deux filles accroupi en face de quelques buissons et parle par téléphone.,0.7380565404891968
91,22,CS,"Na obrázku je dívka sedící na chodníku, která se snaží telefonovat pomocí sluchátka. V pozadí jsou stromy a zelené keře s červenými květy.",Dvě dívky dřepí před nějakými keři a mluví do svých mobilních telefonů.,0.6878336668014526
92,23,EN,A boy is doing a trick on his skateboard while another boy watches.,A little boy skateboarder is doing a trick on his board while another young skateboarder watches.,0.917319118976593
93,23,DE,"Ein junger Mann fährt eine Skateboard-Trick auf einer Straße, während ein anderer Junge ihn beobachtet.","Ein kleiner Junge führt ein Kunststück auf seinem Skateboard aus, während ein anderer junger Skateboarder zusieht.",0.8332782983779907
94,23,FR,Deux enfants jouent avec des skateboards sur un trottoir.,Un jeune planchiste fait un tour sur sa planche tandis qu'un autre observe.,0.731603741645813
95,23,CS,"Dva chlapci, jeden skáče na skateboardu, druhý stojí vedle a pozoruje.","Malý chlapec, který je skateboardista, provádí kousky se svým prknem, zatímco další mladý skateboardista se dívá.",0.7450022101402283
96,24,EN,A woman paddling on a river with trees in the background.,"A girl paddling down a large river, as seen from behind her.",0.8389912843704224
97,24,DE,"Ein Mann paddelt mit einer Schlauchbootsp渡fe auf einem ruhigen Gew/ß, umgeben von B/äumen und blauem Himmel mit wei/ßen Wolken.","Ein Mädchen, das einen großen Fluss hinunterpaddelt, von hinten gesehen.",0.6566531658172607
98,24,FR,"Une femme nageant dans un lac avec un bateau à rame, les cheveux attachés en chignon, surplombant un paysage verdoyant et nuageux.","Une fille pagayant sur une grande rivière, comme on le voit par derrière.",0.7371049523353577
99,24,CS,"Na přední straně obrázku je žena s plavkami, která sedí na kanoi a plovou v zeleném vodním prostoru. V pozadí jsou stromy a obloha s oblaky.","Dívka pádlující po velké řece, jak je vidět zezadu.",0.6821414232254028
100,25,EN,A table with plates of food and glasses of wine.,A meal is on a table in a restaurant.,0.7368835210800171
101,25,DE,"Das Bild zeigt eine Szene in einem Restaurant mit Tischen, auf denen verschiedene Speisen und Getränke serviert werden.",In einem Restaurant steht eine Mahlzeit auf dem Tisch.,0.7326713800430298
102,25,FR,L'image montre un restaurant avec des plats et des verres de vin sur la table.,Un repas sur une table dans un restaurant.,0.7681071162223816
103,25,CS,"V obřím restauračním prostoru se nachází bílé talíře s dezertem, sklenice vína a nádhera v pozadí.",Pokrm je na stole v restauraci.,0.7048843502998352
104,26,EN,A child sits on a train reading a book about train rides.,A little girl looking at a brochure on train rides,0.7777742743492126
105,26,DE,Ein Kind sitzt auf einer Bank und liest ein Buch über Bahnfahrten.,Ein kleines Mädchen blickt auf eine Broschüre über Zugfahrten.,0.8507713675498962
106,26,FR,Une petite fille lit un livre sur les trains assise dans un fauteuil.,Une petite fille regarde une brochure sur les voyages en train,0.8053199052810669
107,26,CS,Dítě s knížkou o vlacích sedí na židličce u okna.,"Malá dívka, který se dívá do brožurky o jízdě vlakem.",0.7182166576385498
108,27,EN,Two women sitting next to each other smiling at something.,Two women are sitting and talking and laughing together.,0.7858367562294006
109,27,DE,"Zwei junge Frauen sitzen nebeneinander und lachen, während eine von ihnen ein Tablet hält.","Zwei Frauen sitzen, reden und lachen zusammen.",0.8345816731452942
110,27,FR,Deux jeunes femmes sourient tandis qu'une d'entre elles tient un disque.,"Deux femmes sont assises, discutant et riant ensemble.",0.7419891953468323
111,27,CS,"Dva dívčí sestry sedí vedle sebe, drží se za ruce a uśmiechají se.",Dvě ženy sedí a mluví a smějí se společně.,0.7531816363334656
112,28,EN,A boy jumps off of a diving board into a pool.,A little kid is jumping off a high dive at the pool.,0.8292760252952576
113,28,DE,Ein junger Mann springt von einer Sprungtreppe in einen Swimmingpool.,Ein kleines Kind springt von einem Sprungturm am  hohen Brett am Schwimmbecken.,0.8254303336143494
114,28,FR,Une personne saute d'un plongeon dans une piscine avec un ciel bleu et des arbres en arrière-plan.,Un petit enfant est en train de sauter d'un grand plongeoir à la piscine.,0.8089898228645325
115,28,CS,"Na snímku je dítě, které skáče z plaveckého bazénu.",Malé dítě skáče šipku do bazénu.,0.8126044869422913
116,29,EN,Two children playing in the grass near a tree.,A little girl in a red shirt and jeans climbs a small tree while another little girl looks on.,0.7553321719169617
117,29,DE,"Zwei Kinder spielen im Park, einer sitzt auf einem Baum und der andere springt auf ihn zu.","Ein kleines Mädchen mit einem roten Oberteil und Jeans klettert auf einen kleinen Baum, während ein anderes Mädchen zusieht.",0.7616997361183167
118,29,FR,"Deux enfants jouent dans un arbre, l'un est assis et l'autre est debout.",Une petite fille en chemise rouge et jean monte dans un petit arbre tandis qu'un autre petite fille observe.,0.7519468665122986
119,29,CS,"Dva děti, jedno se snaží překročit strom, druhého se snaží překročit zem.","Malá dívka v červeném triku a džínách šplhá po malém stromě, zatímco další malá dívka se dívá.",0.6798177361488342
120,30,EN,A woman is sleeping in the back seat of a car with a blue blanket.,A woman in a red shirt is under a blanket and sleeping in a vehicle.,0.8655151128768921
121,30,DE,"Eine Frau mit braunen Haaren, die in einem roten Oberteil und einer blauen Decke liegt, schläft in einem Auto. Sie ist an einem Fenster befestigt und hat eine Gurtbinde um den Hals.","Eine Frau in einem roten Oberteil, befindet sich unter einer Decke in einem Fahrzeug und schläft.",0.8199102878570557
122,30,FR,"Une femme endormie dans un siège de voiture, enveloppée dans une couverture bleue et blanche.","Une femme dans un t-shirt rouge est sous une couverture en train de dormir, dans un véhicule.",0.7931447625160217
123,30,CS,"Dívka v růžovém tričku spí na zadním sedadle auta, obklopená modro-bílým pláštěm.",Žena v červeném triku je pod dekou a spí ve voze.,0.7613154649734497
124,31,EN,A man is holding a spatula in front of a wall with tiles on it.,A man in a home kitchen is flipping a pancake extremely high.,0.7671682834625244
125,31,DE,"Ein Mann hält eine Schaufel, die auf einer Fliesenwand steht.",Ein Mann in einer Wohnungsküche wirft einen Pfannkuchen sehr hoch.,0.7513713240623474
126,31,FR,Un homme tient un grand couteau dans une cuisine.,Un homme dans la cuisine d'une maison fait sauter une crêpe très haut.,0.8312445878982544
127,31,CS,"Muž v bílém triku stojí před bílými deskami, drží černou lopatku a pohybuje se na ní.",Muž v domácí kuchyni obrací palačinku neobyčejně vysoko.,0.6887730360031128
128,32,EN,A group of firefighters and police officers stand in front of a firetruck at night.,Several firefighters are responding to an alarm.,0.81936115026474
129,32,DE,"Das Bild zeigt eine nächtliche Szene mit Feuerwehrleuten und Polizisten, die sich vor einem Feuerwehrauto auf einer Straße befinden.",Mehrere Feuerwehrleute reagieren auf einen Alarm.,0.7307074666023254
130,32,FR,L'image montre des pompiers et des policiers dans une rue nocturne avec des véhicules de secours.,Plusieurs pompiers réagissent à une alarme.,0.7456895709037781
131,32,CS,"Na snímku jsou hasiči v oblecích s osvětlenými reflexy, kteří stojí vedle hasičského auta ve tmavém prostoru. V pozadí je vidět červené světlo a několik dalších aut.",Několik hasičů zareagovalo na poplach.,0.6457526683807373
132,33,EN,A group of people on the beach with boats in the background.,"A beach with blue and red boats, with people on shore",0.7774214744567871
133,33,DE,"Das Bild zeigt eine Gruppe von Menschen am Strand, die sich auf dem Sand bewegen und dabei mit einem Netz zu arbeiten scheinen. Im Hintergrund sind mehrere Boote im Wasser zu sehen.",Ein Strand mit blauen und roten Booten und Leuten am Ufer.,0.6946501731872559
134,33,FR,L'image montre des personnes sur une plage avec des bateaux en mer derrière elles.,"Une plage avec des bateaux bleus et rouges, avec des gens sur le rivage",0.779818594455719
135,33,CS,"Na písečné pláži se nachází osm lidí, kteří se zabývají různými aktivitami. V pozadí je moře s několika rybářskými lodi.","Pláž s modrými a červenými čluny, s lidmi na břehu.",0.6940614581108093
136,34,EN,A man in a red hard hat is standing next to a man on a ladder.,Men wearing hard hats and safety vests are working.,0.7478071451187134
137,34,DE,"Zwei Bauarbeiter in Sicherheitswesten und Helm stehen vor einer blauen Wand mit gelben Warnstreifen, einer benutzt ein Smartphone, der andere steht auf einer Leiter.",Männer mit Schutzhelmen und Schutzwesten arbeiten.,0.6995959877967834
138,34,FR,Deux travailleurs en uniforme de construction travaillent sur un mur bleu avec des bandes jaunes et noires.,Des hommes portant des casques et des gilets de sécurité sont en train de travailler.,0.7679378390312195
139,34,CS,"Na obrázku je dva dospělí pracovníci, jeden stojící a druhý sedící na žebříku, oba v oblecích s reflexními prvky, přičemž jeden z nich se dotýká mobilního telefonu.","Muži, kteří mají helmy a bezpečnostní vesty, pracují.",0.6685701012611389
140,35,EN,A group of cyclists race down the street in the rain.,Bikers in a bike race take a sharp left turn.,0.7024304866790771
141,35,DE,"Ein Radrennen auf nasser Straße mit mehreren Teilnehmern, die ihre Rennräder fahren und sich gegenseitig überholen.",Zweiradfahrer in einem Rennen biegen scharf nach links ab.,0.6988849639892578
142,35,FR,"Un groupe de cyclistes en compétition sur un circuit humide, tous équipés de casques et de vêtements de course.",Des coureurs dans une course de vélo prennent un virage serré à gauche.,0.7455244660377502
143,35,CS,Vojáci na kolačích se snaží překonat zatáčku v dešti.,Cyklisté v cyklistickém závodě projíždějí ostrou levou zatáčkou.,0.6908696889877319
144,36,EN,A group of people kneel down in front of a car.,Two men squat to light candles at night.,0.7621155381202698
145,36,DE,"Das Bild zeigt eine Gruppe von Menschen, die sich in einer nächtlichen Umgebung niederknien und ihre Hände in Gebetshaltung halten. Es gibt auch eine Kerze im Vordergrund.","Zwei Männer gehen in die Hocke, um in der Nacht Kerzen anzuzünden.",0.6922317743301392
146,36,FR,"L'image montre plusieurs personnes en train de prier devant un véhicule, avec des bougies allumées et des lumières éclairant la scène.",Deux hommes s'accroupissent pour allumer des bougies dans la nuit.,0.7535059452056885
147,36,CS,"Na snímku jsou dva muži, jeden sedící a druhý stojící, který se podílí na pohřební akci. Sedící muž je v bílém tričku a kalhotách, druhý je v modrém tričku a černých kalhotách. V pozadí je vidět svítilnu a několik osvětlených lamp.",Dva muži dřepí v noci u rozsvícených svíček.,0.6544947624206543
148,37,EN,A woman wearing a pink hat is walking down the street.,A young man is walking through a busy street beside a mall.,0.7856627106666565
149,37,DE,"Das Bild zeigt eine Gruppe von Menschen, die auf einer Straße gehen. Ein Mann trägt eine graue Jacke und Jeans, während eine Frau mit einem rosa Hut und einer schwarzen Tasche zu sehen ist. Im Hintergrund sind Geschäfte und ein Schild mit dem Logo von Vanguard zu erkennen.",Ein junger Mann geht durch eine belebte Straße neben einem Einkaufszentrum.,0.6851972341537476
