id,image_id,lang,prediction,reference,bertscore_f1
61,15,DE,Ein schwarzer und ein brauner Hund spielen mit einem roten Frisbee.,"Ein brauner und ein schwarzer Labrador im Freien, wobei der schwarze Labrador ein Spielzeug in seinem Maul hat.",0.7816562056541443
62,15,FR,Un chien noir et un chien marron jouant avec un frisbee rouge.,Un labrador brun et un noir sont dehors et le labrador noir attrape un jouet dans sa bouche.,0.7623176574707031
63,15,CS,Černý pes a hnědý pes si hrají s červeným frisbee.,Hnědý a černý labrador jsou venku a černý labrador chytá hračku do své huby.,0.7432555556297302
64,16,EN,A young boy and girl sit at a table eating food.,A young blond-haired boy and a dark-haired girl are eating at a kid's table.,0.8221585750579834
65,16,DE,Ein kleiner Junge und ein Mädchen sitzen an einem Tisch und essen.,Ein blondhaariger Junge und ein dunkelhaariges Mädchen essen an einem Kindertisch.,0.8371531963348389
66,16,FR,Un jeune garçon et une jeune fille sont assis à une table en train de manger de la nourriture.,Un jeune garçon blond et une fille aux cheveux noirs mangent sur une table pour les enfants.,0.8143854737281799
67,16,CS,Mladý chlapec a dívka sedí u stolu a jedí jídlo.,Mladý blonďatý chlapec a tmavovlasá dívka jí u dětského stolu.,0.8005472421646118
68,17,EN,A woman is laying on a blanket in the grass next to her bike.,A woman is laying on a red blanket in a park.,0.9023621082305908
69,17,DE,Eine Frau liegt auf einer Decke im Gras neben ihrem Fahrrad.,Eine Frau liegt auf einer roten Decke in einem Park.,0.8785466551780701
70,17,FR,Une femme est allongée sur une couverture dans l'herbe à côté de son vélo.,Une femme est allongée sur une couverture rouge dans un parc.,0.8781777620315552
71,17,CS,Žena leží na dece v trávě vedle svého kola.,Žena leží na červené dece v parku.,0.8420102000236511
72,18,EN,A group of people walking up a stone staircase on a bridge.,Many people cross a very tall footbridge with a tree-covered hill in the background.,0.7821382880210876
73,18,DE,Eine Gruppe von Menschen geht eine Steintreppe auf einer Brücke hinauf.,Viele Menschen überqueren eine sehr hohe Fußbrücke mit einem baumbewachsenen Hügel im Hintergrund.,0.7630712389945984
74,18,FR,Un groupe de personnes montant un escalier en pierre sur un pont.,Plusieurs personnes traversent une passerelle très grande avec en arrière-plan une colline couverte d'arbres.,0.7617326378822327
75,18,CS,"Skupina lidí, kteří jdou po kamenném schodišti na mostě.",Mnoho lidí přechází velmi vysokou lávku se stromy pokrytým kopcem v pozadí.,0.7192718982696533
76,19,EN,A woman in a Hello Kitty bag is walking down the street.,Two women are walking in a crosswalk with a bus in the background.,0.8064001202583313
77,19,DE,Eine Frau mit einer Hello-Kitty-Tasche geht die Straße entlang.,Zwei Frauen gehen über einen Fußgängerübergang mit einem Bus im Hintergrund.,0.7559714913368225
78,19,FR,Une femme portant un sac Hello Kitty marche dans la rue.,Deux femmes marchent dans un passage piétons avec un bus en arrière-plan.,0.7786132097244263
79,19,CS,Po ulici jde žena v tašce Hello Kitty.,Dvě ženy jdou po přechodu a v pozadí je autobus.,0.7247863411903381
80,20,EN,A group of people eating at a table with cups and bowls.,A group of people are eating noddles.,0.8298007249832153
81,20,DE,Eine Gruppe von Menschen isst an einem Tisch mit Tassen und Schüsseln.,Eine Gruppe von Leuten isst Nudeln.,0.7969335317611694
82,20,FR,Un groupe de personnes mangeant à une table avec des tasses et des bols.,Un groupe de gens mangent des nouilles.,0.8297207355499268
83,20,CS,"Skupina lidí, kteří jí u stolu s šálky a misky.",Skupina lidí jí nudle.,0.7623558640480042
84,21,EN,A man in a suit stands next to two tall poles.,"A security guard stands by a metal, lighted sculpture.",0.7881505489349365
85,21,DE,Ein Mann im Anzug steht neben zwei hohen Stangen.,Ein Wachmann steht neben einer beleuchteten Metallskulptur.,0.7936000227928162
86,21,FR,Un homme en costume se tient à côté de deux grands poteaux.,Un agent de sécurité se tient à coté d'une sculpture métallique éclairée.,0.8066594004631042
87,21,CS,Muž v obleku stojí vedle dvou vysokých tyčí.,Ochranka stojí u kovové osvětlené sochy.,0.7267097234725952
88,22,EN,A girl sits on the curb while talking on her cell phone.,Two girls crouch in front of some bushes and talk on their phones.,0.7953394055366516
89,22,DE,Ein Mädchen sitzt am Bordstein und telefoniert.,Zwei Mädchen ducken sich vor ein paar Büschen und sprechen in ihre Telefone.,0.7933357357978821
90,22,FR,Une fille est assise sur le trottoir et parle sur son téléphone portable.,Deux filles accroupi en face de quelques buissons et parle par téléphone.,0.7897700071334839
91,22,CS,Dívka sedí na obrubníku a mluví na svém mobilním telefonu.,Dvě dívky dřepí před nějakými keři a mluví do svých mobilních telefonů.,0.8385963439941406
92,23,EN,A boy is doing a trick on his skateboard while another boy watches.,A little boy skateboarder is doing a trick on his board while another young skateboarder watches.,0.917319118976593
93,23,DE,"Ein Junge macht einen Trick auf seinem Skateboard, während ein anderer Junge zusieht.","Ein kleiner Junge führt ein Kunststück auf seinem Skateboard aus, während ein anderer junger Skateboarder zusieht.",0.911412239074707
94,23,FR,Un garçon fait un tour sur son skateboard pendant qu'un autre garçon regarde.,Un jeune planchiste fait un tour sur sa planche tandis qu'un autre observe.,0.8486045002937317
95,23,CS,"Chlapec dělá trik na svém skateboardu, zatímco jiný chlapec to sleduje.","Malý chlapec, který je skateboardista, provádí kousky se svým prknem, zatímco další mladý skateboardista se dívá.",0.8071261644363403
96,24,EN,A woman paddling on a river with trees in the background.,"A girl paddling down a large river, as seen from behind her.",0.8389912843704224
97,24,DE,Eine Frau paddelt auf einem Fluss mit Bäumen im Hintergrund.,"Ein Mädchen, das einen großen Fluss hinunterpaddelt, von hinten gesehen.",0.7791141867637634
98,24,FR,Une femme pagayant sur une rivière avec des arbres en arrière-plan.,"Une fille pagayant sur une grande rivière, comme on le voit par derrière.",0.8517404198646545
99,24,CS,Žena pádlující na řece se stromy v pozadí.,"Dívka pádlující po velké řece, jak je vidět zezadu.",0.8254026174545288
100,25,EN,A table with plates of food and glasses of wine.,A meal is on a table in a restaurant.,0.7368835210800171
101,25,DE,Ein Tisch mit Tellern mit Essen und Gläsern Wein.,In einem Restaurant steht eine Mahlzeit auf dem Tisch.,0.6901005506515503
102,25,FR,Une table avec des assiettes de nourriture et des verres de vin.,Un repas sur une table dans un restaurant.,0.7388500571250916
103,25,CS,Stůl s talíři jídla a sklenicemi vína.,Pokrm je na stole v restauraci.,0.6551477909088135
104,26,EN,A child sits on a train reading a book about train rides.,A little girl looking at a brochure on train rides,0.7777742743492126
105,26,DE,Ein Kind sitzt in einem Zug und liest ein Buch über Zugfahrten.,Ein kleines Mädchen blickt auf eine Broschüre über Zugfahrten.,0.84690260887146
106,26,FR,Un enfant est assis dans un train et lit un livre sur les voyages en train.,Une petite fille regarde une brochure sur les voyages en train,0.812512993812561
107,26,CS,Dítě sedí ve vlaku a čte si knihu o jízdách vlakem.,"Malá dívka, který se dívá do brožurky o jízdě vlakem.",0.7885935306549072
108,27,EN,Two women sitting next to each other smiling at something.,Two women are sitting and talking and laughing together.,0.7858367562294006
109,27,DE,Zwei Frauen sitzen nebeneinander und lächeln etwas an.,"Zwei Frauen sitzen, reden und lachen zusammen.",0.8558781743049622
110,27,FR,Deux femmes assises l’une à côté de l’autre souriant à quelque chose.,"Deux femmes sont assises, discutant et riant ensemble.",0.7315450310707092
111,27,CS,Dvě ženy sedí vedle sebe a na něco se usmívají.,Dvě ženy sedí a mluví a smějí se společně.,0.8084733486175537
112,28,EN,A boy jumps off of a diving board into a pool.,A little kid is jumping off a high dive at the pool.,0.8292760252952576
113,28,DE,Ein Junge springt von einem Sprungbrett in einen Pool.,Ein kleines Kind springt von einem Sprungturm am  hohen Brett am Schwimmbecken.,0.8513762950897217
114,28,FR,Un garçon saute d’un plongeoir dans une piscine.,Un petit enfant est en train de sauter d'un grand plongeoir à la piscine.,0.8721175193786621
115,28,CS,Chlapec skočí ze skokanského prkna do bazénu.,Malé dítě skáče šipku do bazénu.,0.8253077864646912
116,29,EN,Two children playing in the grass near a tree.,A little girl in a red shirt and jeans climbs a small tree while another little girl looks on.,0.7553321719169617
117,29,DE,Zwei Kinder spielen im Gras neben einem Baum.,"Ein kleines Mädchen mit einem roten Oberteil und Jeans klettert auf einen kleinen Baum, während ein anderes Mädchen zusieht.",0.7437222003936768
118,29,FR,Deux enfants jouant dans l’herbe près d’un arbre.,Une petite fille en chemise rouge et jean monte dans un petit arbre tandis qu'un autre petite fille observe.,0.739797055721283
119,29,CS,Dvě děti si hrají v trávě u stromu.,"Malá dívka v červeném triku a džínách šplhá po malém stromě, zatímco další malá dívka se dívá.",0.7372397780418396
120,30,EN,A woman is sleeping in the back seat of a car with a blue blanket.,A woman in a red shirt is under a blanket and sleeping in a vehicle.,0.8655150532722473
121,30,DE,Eine Frau schläft mit einer blauen Decke auf dem Rücksitz eines Autos.,"Eine Frau in einem roten Oberteil, befindet sich unter einer Decke in einem Fahrzeug und schläft.",0.821681559085846
122,30,FR,Une femme dort sur la banquette arrière d’une voiture avec une couverture bleue.,"Une femme dans un t-shirt rouge est sous une couverture en train de dormir, dans un véhicule.",0.7972275018692017
123,30,CS,Žena spí na zadním sedadle auta s modrou přikrývkou.,Žena v červeném triku je pod dekou a spí ve voze.,0.7714702486991882
124,31,EN,A man is holding a spatula in front of a wall with tiles on it.,A man in a home kitchen is flipping a pancake extremely high.,0.7671682834625244
125,31,DE,"Ein Mann hält einen Spachtel vor eine Wand, auf der Fliesen liegen.",Ein Mann in einer Wohnungsküche wirft einen Pfannkuchen sehr hoch.,0.7536229491233826
126,31,FR,Un homme tient une spatule devant un mur recouvert de carrelage.,Un homme dans la cuisine d'une maison fait sauter une crêpe très haut.,0.7713636159896851
127,31,CS,Muž drží špachtli před zdí s dlaždicemi na ní.,Muž v domácí kuchyni obrací palačinku neobyčejně vysoko.,0.7081004977226257
128,32,EN,A group of firefighters and police officers stand in front of a firetruck at night.,Several firefighters are responding to an alarm.,0.81936115026474
129,32,DE,Eine Gruppe von Feuerwehrleuten und Polizisten steht nachts vor einem Feuerwehrauto.,Mehrere Feuerwehrleute reagieren auf einen Alarm.,0.8003793954849243
130,32,FR,Un groupe de pompiers et de policiers se tiennent devant un camion de pompiers la nuit.,Plusieurs pompiers réagissent à une alarme.,0.7887881994247437
131,32,CS,Skupina hasičů a policistů stojí v noci před hasičským autem.,Několik hasičů zareagovalo na poplach.,0.7227714657783508
132,33,EN,A group of people on the beach with boats in the background.,"A beach with blue and red boats, with people on shore",0.7774214744567871
133,33,DE,Eine Gruppe von Menschen am Strand mit Booten im Hintergrund.,Ein Strand mit blauen und roten Booten und Leuten am Ufer.,0.8039361238479614
134,33,FR,Un groupe de personnes sur la plage avec des bateaux en arrière-plan.,"Une plage avec des bateaux bleus et rouges, avec des gens sur le rivage",0.7834409475326538
135,33,CS,Skupina lidí na pláži s loděmi v pozadí.,"Pláž s modrými a červenými čluny, s lidmi na břehu.",0.7726782560348511
136,34,EN,A man in a red hard hat is standing next to a man on a ladder.,Men wearing hard hats and safety vests are working.,0.7478071451187134
137,34,DE,Ein Mann mit rotem Schutzhelm steht neben einem Mann auf einer Leiter.,Männer mit Schutzhelmen und Schutzwesten arbeiten.,0.7679587602615356
138,34,FR,Un homme portant un casque rouge se tient à côté d’un homme sur une échelle.,Des hommes portant des casques et des gilets de sécurité sont en train de travailler.,0.77433842420578
139,34,CS,Muž v červené přilbě stojí vedle muže na žebříku.,"Muži, kteří mají helmy a bezpečnostní vesty, pracují.",0.710656464099884
140,35,EN,A group of cyclists race down the street in the rain.,Bikers in a bike race take a sharp left turn.,0.7024304866790771
141,35,DE,Eine Gruppe Radfahrer rast im Regen die Straße entlang.,Zweiradfahrer in einem Rennen biegen scharf nach links ab.,0.7366241216659546
142,35,FR,Un groupe de cyclistes dévale la rue sous la pluie.,Des coureurs dans une course de vélo prennent un virage serré à gauche.,0.7429987788200378
143,35,CS,Skupina cyklistů uhání po ulici v dešti.,Cyklisté v cyklistickém závodě projíždějí ostrou levou zatáčkou.,0.7195274233818054
144,36,EN,A group of people kneel down in front of a car.,Two men squat to light candles at night.,0.7621155381202698
145,36,DE,Eine Gruppe von Menschen kniet vor einem Auto nieder.,"Zwei Männer gehen in die Hocke, um in der Nacht Kerzen anzuzünden.",0.7172898650169373
146,36,FR,Un groupe de personnes s’agenouillent devant une voiture.,Deux hommes s'accroupissent pour allumer des bougies dans la nuit.,0.7594459652900696
147,36,CS,Skupina lidí klečí před autem.,Dva muži dřepí v noci u rozsvícených svíček.,0.7547518014907837
148,37,EN,A woman wearing a pink hat is walking down the street.,A young man is walking through a busy street beside a mall.,0.7856627106666565
149,37,DE,Eine Frau mit rosa Hut geht die Straße entlang.,Ein junger Mann geht durch eine belebte Straße neben einem Einkaufszentrum.,0.7568487524986267
150,37,FR,Une femme portant un chapeau rose marche dans la rue.,"Un jeune homme marche dans une rue fréquentée, à côté d'un centre commercial.",0.7667153477668762
151,37,CS,Po ulici jde žena v růžovém klobouku.,Mladý muž jde rušnou ulicí vedle nákupního střediska.,0.7219299077987671
152,38,EN,A group of people sitting around a table in the dark.,A group of people sitting at a table in a darkened room.,0.9196959137916565
153,38,DE,Eine Gruppe von Menschen sitzt im Dunkeln an einem Tisch.,Eine Gruppe sitzt in einem verdunkelten Raum an einem Tisch.,0.8701492547988892
154,38,FR,Un groupe de personnes assises autour d’une table dans le noir.,Un groupe de gens assis à une table dans une pièce sombre.,0.8587505221366882
155,38,CS,Skupina lidí sedících kolem stolu ve tmě.,"Skupina lidí, která sedí u stolu v potemnělé místnosti.",0.8392394185066223
156,39,EN,A man and two dogs play with a ball on the beach.,A man with two dogs on a beach,0.8108577132225037
157,39,DE,Ein Mann und zwei Hunde spielen am Strand mit einem Ball.,Ein Mann mit zwei Hunden an einem Strand.,0.8276116847991943
158,39,FR,Un homme et deux chiens jouent avec un ballon sur la plage.,Un homme avec deux chiens sur une plage,0.7867263555526733
159,39,CS,Muž a dva psi si hrají s míčem na pláži.,Muž se dvěma psy na pláži.,0.8211259245872498
160,40,EN,A group of people on a boat with the word Scene on it.,Dozens of people are partying on a boat.,0.7906996011734009
161,40,DE,Eine Gruppe von Menschen auf einem Boot mit dem Wort Scene darauf.,Dutzende von Leuten feiern auf einem Boot.,0.7853747010231018
162,40,FR,Un groupe de personnes sur un bateau avec le mot Scene dessus.,Des dizaines de personnes font la fête sur un bateau.,0.8073403835296631
163,40,CS,Skupina lidí na lodi se slovem scéna na něm.,Tucty lidí se baví na lodi.,0.7574094533920288
164,41,EN,A woman in a bikini is drinking from a water bottle on a boat.,A young woman on a boat in a light colored bikini kicks a man wearing a straw cowboy hat.,0.8070573806762695
165,41,DE,Eine Frau im Bikini trinkt auf einem Boot aus einer Wasserflasche.,"Eine junge Frau auf einem Boot in einem hellen Bikini tritt einen Mann, der einen Cowboy-Hut aus Stroh trägt.",0.7957575917243958
166,41,FR,Une femme en bikini boit dans une bouteille d’eau sur un bateau.,"Une jeune femme sur un bateau, dans un bikini de couleur claire, donne un coup de pied à un homme portant un chapeau de cowboy en paille.",0.7894403338432312
167,41,CS,Žena v bikinách pije z láhve s vodou na lodi.,Mladá žena na člunu ve světle barevnách bikinách kopá muže nosícího slaměný kovbojský klobouk.,0.6936860680580139
168,42,EN,A man is catching his son in the air.,A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.,0.8339847326278687
169,42,DE,Ein Mann fängt seinen Sohn in der Luft.,"Ein Mann in einem Taucheranzug wirft ein Krabbelkind in die Luft und ist bereit, es aufzufangen.",0.789223849773407
170,42,FR,Un homme attrape son fils en l'air.,Un homme dans une combinaison de plongée jette un tout-petit en l'air et est prêt à l'attraper.,0.817131519317627
171,42,CS,Muž chytá svého syna ve vzduchu.,Muž v neoprenu vyhazuje batole do vzduchu a je připraven ho chytit.,0.8053383231163025
172,43,EN,Two chefs working in a kitchen with one wearing a white shirt that says Bill's Steak.,Two chefs prepare burgers in a restaurant kitchen.,0.7811808586120605
173,43,DE,"Zwei Köche arbeiten in einer Küche, einer davon trägt ein weißes Hemd mit der Aufschrift „Bill's Steak“.",Zwei Köche bereiten in einer Restaurantküche Hamburger zu.,0.7639122605323792
174,43,FR,"Deux chefs travaillant dans une cuisine, l'un d'eux portant une chemise blanche sur laquelle est écrit Bill's Steak.",Deux chefs préparent des hamburgers dans la cuisine d'un restaurant.,0.7427371144294739
175,43,CS,Dva kuchaři pracují v kuchyni a jeden má na sobě bílou košili s nápisem Bill's Steak.,Dva kuchaři připravují hamburgery v restaurační kuchyni.,0.7885449528694153
176,44,EN,A group of people are sitting on blankets in a field.,Four girls are sitting in the grass while several men stand near them.,0.8118886351585388
177,44,DE,Eine Gruppe von Menschen sitzt auf Decken auf einem Feld.,"Vier Mädchen sitzen im Gras, und mehrere Männer stehen in ihrer Nähe.",0.8021804094314575
178,44,FR,Un groupe de personnes est assise sur des couvertures dans un champ.,Quatre filles sont assises sur l'herbe pendant que plusieurs hommes sont debout près d'elles.,0.7874323129653931
179,44,CS,Skupina lidí sedí na dekách v poli.,"Čtyři dívky sedí v trávě, zatímco několik mužů stojí blízko nich.",0.8016666769981384
180,45,EN,A man in orange is shoveling snow from the street.,Men at work shoveling snow from a rail track.,0.8150754570960999
181,45,DE,Ein Mann in Orange schaufelt Schnee von der Straße.,Arbeitende Männer schaufeln Schnee von einem Gleis.,0.8459227681159973
182,45,FR,Un homme en orange pellete la neige de la rue.,Des hommes travaillant à deneiger une voie de chemin de fer.,0.7391833662986755
183,45,CS,Muž v oranžovém odhazuje sníh z ulice.,Muži odhazují sníh ze železnice.,0.8605082035064697
184,46,EN,A woman in an athletic shirt stands next to a horse and a fire pit.,"A man, and girl and two horses are near a contained fire.",0.7750994563102722
185,46,DE,Eine Frau in einem Sportshirt steht neben einem Pferd und einer Feuerstelle.,"Ein Mann, ein Mädchen und zwei Pferde befinden sich in der Nähe eines eingedämmten Feuers.",0.7753030061721802
186,46,FR,Une femme en chemise de sport se tient à côté d’un cheval et d’un foyer.,Un homme et une fille et deux chevaux sont près d'un feu contenu.,0.7493873238563538
187,46,CS,Žena v atletické košili stojí vedle koně a ohniště.,"Muž, dívka a dva koně jsou blízko ohně.",0.7598476409912109
188,47,EN,A group of men in orange vests working on a train car.,Workers wearing reflective vests working near a train car.,0.8674769401550293
189,47,DE,Eine Gruppe Männer in orangefarbenen Westen arbeitet an einem Waggon.,"Arbeiter mit Warnwesten, die in der Nähe eines Zugwaggons arbeiten.",0.7382283210754395
190,47,FR,Un groupe d’hommes en gilet orange travaillant sur un wagon.,Des travailleurs portant des gilets réfléchissants travaillent près d'un wagon.,0.7769063115119934
191,47,CS,Skupina mužů v oranžových vestách pracuje na vagónu.,"Dělníci, kteří nosí reflexní vesty pracují u vlaku.",0.7734278440475464
192,48,EN,A man is working on a pink metal object.,A woman assembles a white metal frame on the sidewalk.,0.8217809796333313
193,48,DE,Ein Mann arbeitet an einem rosa Metallgegenstand.,Eine Frau baut auf dem Gehweg einen weißen Metallrahmen zusammen.,0.805307924747467
