id,image_id,lang,prediction,reference,bertscore_f1
43,10,CS,Muž a dítě sedí v růžovém nákupním vozíku.,Muž a malá dívka šťastně pózující před svým košíkem v supermarketu.,0.7646052837371826
44,11,EN,Three men stand near a car in a parking lot at night.,Some men standing in front of a building next to a parked car.,0.7991416454315186
45,11,DE,Drei Polizisten stehen neben einem Auto und einem Fahrradparkplatz.,Ein paar Männer stehen vor einem Gebäude neben einem parkenden Auto.,0.829067051410675
46,11,FR,Trois hommes sont debout devant un véhicule de police.,Quelques hommes debout devant un immeuble à côté d'une voiture en stationnement.,0.8528658151626587
47,11,CS,"Tři policisté stojí u auta, které má nápis ""grenzwache"" na zadním nárazníku.",Nějací muži stojí před budovou vedle zaparkovaného auta.,0.7313041090965271
48,12,EN,Three people walking through a field of grass.,Three people walking on a path in a meadow.,0.8851706385612488
49,12,DE,Drei Personen gehen auf einem Feld.,"Drei Personen, die auf einem Pfad in einer Wiese gehen.",0.8554442524909973
50,12,FR,Trois personnes marchent dans un champ.,Trois personnes marchant sur un chemin dans un pré.,0.9186796545982361
51,12,CS,Tři lidé jdou po travnatém kopci.,"Tři lidé, kteří jdou po pěšině na louce.",0.8191086649894714
52,13,EN,A group of people are sitting and standing around a market selling vegetables.,Villagers selling their crops at the market.,0.7696433663368225
53,13,DE,Eine Gruppe von Menschen sitzt und steht um einen Markt mit Gemüse herum.,Dorfbewohner verkaufen ihre Ernte auf dem Markt.,0.7181869149208069
54,13,FR,Des gens sont assis et debout autour de légumes sur le trottoir.,Des villageois en train de vendre leur récolte au marché.,0.7617253065109253
55,13,CS,Lidé prodávají zeleninu na trhu.,Vesničané prodávají svou úrodu na trhu.,0.8634651303291321
56,14,EN,A man and a child in a yellow kayak paddle through the water.,A man and a baby are in a yellow kayak on water.,0.8915534615516663
57,14,DE,Ein Mann und ein Kind paddeln in einem gelben Kanu.,Ein Mann und ein Baby befinden sich in einem gelben Kajak auf dem Wasser.,0.8944358229637146
58,14,FR,Un homme et un enfant font du kayak dans une rivière.,"Sur l'eau, un homme et un bébé sont dans un kayak jaune.",0.8621995449066162
59,14,CS,Muž a dítě v žlutém kajaku na vodě.,Muž a malé dítě jsou ve žlutém kajaku na vodě.,0.9225921034812927
60,15,EN,A brown dog and a black dog play with a red Frisbee.,A brown and black lab are outside and the black lab is catching a toy in its mouth.,0.7647078633308411
61,15,DE,Ein brauner Hund und ein schwarzer Hund spielen mit einem roten Frisbee.,"Ein brauner und ein schwarzer Labrador im Freien, wobei der schwarze Labrador ein Spielzeug in seinem Maul hat.",0.7796202898025513
62,15,FR,Un chien noir et un chien brun jouent avec un frisbee rouge.,Un labrador brun et un noir sont dehors et le labrador noir attrape un jouet dans sa bouche.,0.7789357304573059
63,15,CS,Dva psi si hrají s červeným frisbee.,Hnědý a černý labrador jsou venku a černý labrador chytá hračku do své huby.,0.6906321048736572
64,16,EN,Two children sitting at a table eating food.,A young blond-haired boy and a dark-haired girl are eating at a kid's table.,0.7566177845001221
65,16,DE,Zwei Kinder sitzen an einem Tisch und essen.,Ein blondhaariger Junge und ein dunkelhaariges Mädchen essen an einem Kindertisch.,0.7846243977546692
66,16,FR,Deux enfants sont assis à une petite table blanche et mangent des sandwichs.,Un jeune garçon blond et une fille aux cheveux noirs mangent sur une table pour les enfants.,0.7860358953475952
67,16,CS,Dvě děti sedí u stolu a jí.,Mladý blonďatý chlapec a tmavovlasá dívka jí u dětského stolu.,0.7223252654075623
68,17,EN,A woman is laying on a red blanket in the grass next to her bike.,A woman is laying on a red blanket in a park.,0.9158411026000977
69,17,DE,Eine Frau liegt auf einer roten Decke neben ihrem Fahrrad im Gras.,Eine Frau liegt auf einer roten Decke in einem Park.,0.892513632774353
70,17,FR,Une femme est allongée sur un tapis rouge avec son vélo à côté d'elle.,Une femme est allongée sur une couverture rouge dans un parc.,0.8619125485420227
71,17,CS,Žena leží na červené deku vedle kola.,Žena leží na červené dece v parku.,0.8788917064666748
72,18,EN,People walking up a white bridge with red steps.,Many people cross a very tall footbridge with a tree-covered hill in the background.,0.8089560866355896
73,18,DE,Eine Gruppe von Menschen geht eine Treppe hoch.,Viele Menschen überqueren eine sehr hohe Fußbrücke mit einem baumbewachsenen Hügel im Hintergrund.,0.768176257610321
74,18,FR,Des gens montent des marches sur un pont blanc et rouge.,Plusieurs personnes traversent une passerelle très grande avec en arrière-plan une colline couverte d'arbres.,0.758227527141571
75,18,CS,Lidé jdou po schodech na most.,Mnoho lidí přechází velmi vysokou lávku se stromy pokrytým kopcem v pozadí.,0.6592970490455627
76,19,EN,A woman in a white shirt and black pants is crossing the street.,Two women are walking in a crosswalk with a bus in the background.,0.7795512676239014
77,19,DE,Eine Frau mit einem braunen Haar trägt eine orange Plastiktüte und geht über die Straße.,Zwei Frauen gehen über einen Fußgängerübergang mit einem Bus im Hintergrund.,0.7570865154266357
78,19,FR,Une femme asiatique avec un sac à provisions orange traverse la rue.,Deux femmes marchent dans un passage piétons avec un bus en arrière-plan.,0.7689149975776672
79,19,CS,Dvě ženy přecházejí ulici.,Dvě ženy jdou po přechodu a v pozadí je autobus.,0.8275097608566284
80,20,EN,A group of people eating at an outdoor table.,A group of people are eating noddles.,0.8249149322509766
81,20,DE,Eine Gruppe asiatischer Menschen isst zusammen.,Eine Gruppe von Leuten isst Nudeln.,0.8143942356109619
82,20,FR,Un groupe de personnes asiatiques mangent à un restaurant.,Un groupe de gens mangent des nouilles.,0.8574045896530151
83,20,CS,Skupina lidí jí jídlo na venkovním stolu.,Skupina lidí jí nudle.,0.8267778158187866
84,21,EN,A man in a suit is standing next to a sculpture.,"A security guard stands by a metal, lighted sculpture.",0.7942502498626709
85,21,DE,Ein Mann in einem Anzug steht neben einer Skulptur.,Ein Wachmann steht neben einer beleuchteten Metallskulptur.,0.8388178944587708
86,21,FR,Un homme en costume est debout devant un mur blanc et deux colonnes.,Un agent de sécurité se tient à coté d'une sculpture métallique éclairée.,0.766869068145752
87,21,CS,Muž v obleku stojí vedle dva tyčí.,Ochranka stojí u kovové osvětlené sochy.,0.7135609984397888
88,22,EN,A girl in black is sitting on the curb while another girl in white walks by.,Two girls crouch in front of some bushes and talk on their phones.,0.7321443557739258
89,22,DE,Zwei junge Frauen sitzen auf einer gepflasterten Straße.,Zwei Mädchen ducken sich vor ein paar Büschen und sprechen in ihre Telefone.,0.7520855069160461
90,22,FR,"Une fille est assise sur un trottoir, tandis qu'une autre fille est debout derrière elle.",Deux filles accroupi en face de quelques buissons et parle par téléphone.,0.7177563309669495
91,22,CS,Dvě dívky sedí na chodníku vedle květin.,Dvě dívky dřepí před nějakými keři a mluví do svých mobilních telefonů.,0.7750716209411621
92,23,EN,A boy is doing a skateboard trick while another boy watches.,A little boy skateboarder is doing a trick on his board while another young skateboarder watches.,0.8980131149291992
93,23,DE,"Ein Junge macht einen Skateboardtrick, während ein anderer Junge zusieht.","Ein kleiner Junge führt ein Kunststück auf seinem Skateboard aus, während ein anderer junger Skateboarder zusieht.",0.8820204138755798
94,23,FR,Un garçon fait du skateboard tandis qu'un autre garçon regarde.,Un jeune planchiste fait un tour sur sa planche tandis qu'un autre observe.,0.826289713382721
95,23,CS,"Dítě dělá trik na skateboardu, zatímco jiné dítě pozoruje.","Malý chlapec, který je skateboardista, provádí kousky se svým prknem, zatímco další mladý skateboardista se dívá.",0.7708917856216431
96,24,EN,A woman paddling in the water with trees in the background.,"A girl paddling down a large river, as seen from behind her.",0.796234130859375
97,24,DE,Eine Frau paddelt auf einem See.,"Ein Mädchen, das einen großen Fluss hinunterpaddelt, von hinten gesehen.",0.7845892906188965
98,24,FR,Une femme avec un maillot de bain et des cheveux blonds pagaie dans un lac.,"Une fille pagayant sur une grande rivière, comme on le voit par derrière.",0.7578608989715576
99,24,CS,Žena v plavkách jede na kajaku po řece.,"Dívka pádlující po velké řece, jak je vidět zezadu.",0.7317898273468018
100,25,EN,A plate of food and two glasses of water on a table in a restaurant.,A meal is on a table in a restaurant.,0.8375658988952637
101,25,DE,Ein Teller mit Essen und zwei Gläsern Wasser auf einem Tisch.,In einem Restaurant steht eine Mahlzeit auf dem Tisch.,0.7606458067893982
102,25,FR,Un restaurant avec des plats et des verres à vin sur la table.,Un repas sur une table dans un restaurant.,0.7877256870269775
103,25,CS,Dvě sklenice vína a jídlo na bílém talíři.,Pokrm je na stole v restauraci.,0.6642017960548401
104,26,EN,A little girl is reading a brochure about train rides.,A little girl looking at a brochure on train rides,0.8375852704048157
105,26,DE,Ein kleines Mädchen liest ein Buch über Zugfahrten.,Ein kleines Mädchen blickt auf eine Broschüre über Zugfahrten.,0.9049878716468811
106,26,FR,Une petite fille lit un guide de train.,Une petite fille regarde une brochure sur les voyages en train,0.8010300397872925
107,26,CS,Malá dívka sedí u okna a čte si brožuru o vlakových jízdách.,"Malá dívka, který se dívá do brožurky o jízdě vlakem.",0.8226109147071838
108,27,EN,Two girls sitting in chairs smiling at each other.,Two women are sitting and talking and laughing together.,0.8007334470748901
109,27,DE,Zwei junge Frauen sitzen und lächeln.,"Zwei Frauen sitzen, reden und lachen zusammen.",0.8891408443450928
110,27,FR,Deux filles asiatiques assises et souriantes.,"Deux femmes sont assises, discutant et riant ensemble.",0.7655277848243713
111,27,CS,Dvě ženy sedí vedle sebe a smějí se.,Dvě ženy sedí a mluví a smějí se společně.,0.8885117173194885
112,28,EN,A boy in blue is diving into a pool.,A little kid is jumping off a high dive at the pool.,0.8456459641456604
113,28,DE,Ein Junge springt von einer Sprungbrett in ein Schwimmbecken.,Ein kleines Kind springt von einem Sprungturm am  hohen Brett am Schwimmbecken.,0.8793042302131653
114,28,FR,Un garçon saute d'un plongeoir dans une piscine.,Un petit enfant est en train de sauter d'un grand plongeoir à la piscine.,0.8913679718971252
115,28,CS,Chlapec skáče z výskokového můstku do bazénu.,Malé dítě skáče šipku do bazénu.,0.8331976532936096
116,29,EN,Two children playing in a tree.,A little girl in a red shirt and jeans climbs a small tree while another little girl looks on.,0.7513439655303955
117,29,DE,Zwei kleine Mädchen spielen auf einem Baum.,"Ein kleines Mädchen mit einem roten Oberteil und Jeans klettert auf einen kleinen Baum, während ein anderes Mädchen zusieht.",0.7873095870018005
118,29,FR,Deux enfants jouent dans un arbre.,Une petite fille en chemise rouge et jean monte dans un petit arbre tandis qu'un autre petite fille observe.,0.7919133901596069
119,29,CS,Dvě dívky si hrají na stromě.,"Malá dívka v červeném triku a džínách šplhá po malém stromě, zatímco další malá dívka se dívá.",0.7697532176971436
120,30,EN,A woman in a red shirt is sleeping in the back seat of a car.,A woman in a red shirt is under a blanket and sleeping in a vehicle.,0.8967511653900146
121,30,DE,"Eine Frau schläft in einem Auto, während sie unter einer Decke liegt.","Eine Frau in einem roten Oberteil, befindet sich unter einer Decke in einem Fahrzeug und schläft.",0.8488656282424927
122,30,FR,Une femme dort dans un véhicule avec une couverture bleue et blanche.,"Une femme dans un t-shirt rouge est sous une couverture en train de dormir, dans un véhicule.",0.8322075605392456
123,30,CS,"Žena spí v autě, zatímco je obklopena modro-bílým plátnem.",Žena v červeném triku je pod dekou a spí ve voze.,0.7841533422470093
124,31,EN,A man in a white shirt is cooking something on a pan.,A man in a home kitchen is flipping a pancake extremely high.,0.8244441747665405
125,31,DE,Ein Mann mit einem weißen T-Shirt kocht etwas auf einer Pfanne.,Ein Mann in einer Wohnungsküche wirft einen Pfannkuchen sehr hoch.,0.7885567545890808
126,31,FR,Un homme avec un T-shirt gris fait de la cuisine.,Un homme dans la cuisine d'une maison fait sauter une crêpe très haut.,0.7581928372383118
127,31,CS,Muž v bílém triku připravuje jídlo na pánvi.,Muž v domácí kuchyni obrací palačinku neobyčejně vysoko.,0.7220639586448669
128,32,EN,Firemen and a man in a white shirt stand near a firetruck at night.,Several firefighters are responding to an alarm.,0.744275689125061
129,32,DE,Feuerwehrleute stehen bei einem Unfall an der Straße.,Mehrere Feuerwehrleute reagieren auf einen Alarm.,0.8116201758384705
130,32,FR,Des pompiers sont debout dehors la nuit.,Plusieurs pompiers réagissent à une alarme.,0.7956200838088989
131,32,CS,Hasiči stojí na ulici v noci.,Několik hasičů zareagovalo na poplach.,0.7037726640701294
132,33,EN,A group of people on the beach with boats in the background.,"A beach with blue and red boats, with people on shore",0.7774214744567871
133,33,DE,Eine Gruppe von Menschen geht am Strand entlang und einer macht ein Netz.,Ein Strand mit blauen und roten Booten und Leuten am Ufer.,0.7067569494247437
134,33,FR,"Un homme et une femme sont assis sur la plage, tandis que d'autres personnes marchent dans l'eau.","Une plage avec des bateaux bleus et rouges, avec des gens sur le rivage",0.7185543179512024
135,33,CS,Lidé na pláži se dívají na rybářský náčiník.,"Pláž s modrými a červenými čluny, s lidmi na břehu.",0.6974419951438904
136,34,EN,Two men in hard hats and reflective vests are working on a wall.,Men wearing hard hats and safety vests are working.,0.8877007365226746
137,34,DE,Zwei Bauarbeiter arbeiten an einer Wand.,Männer mit Schutzhelmen und Schutzwesten arbeiten.,0.749670684337616
138,34,FR,Deux hommes travaillent sur un mur bleu.,Des hommes portant des casques et des gilets de sécurité sont en train de travailler.,0.7454895973205566
139,34,CS,Dva muži pracují na staveništi.,"Muži, kteří mají helmy a bezpečnostní vesty, pracují.",0.7259656190872192
140,35,EN,A group of bicyclists racing down the street.,Bikers in a bike race take a sharp left turn.,0.7253631949424744
141,35,DE,Eine Gruppe von Radfahrern fährt bei Regenwetter eine Straße entlang.,Zweiradfahrer in einem Rennen biegen scharf nach links ab.,0.7244077324867249
142,35,FR,Un groupe de cyclistes font une course dans la rue.,Des coureurs dans une course de vélo prennent un virage serré à gauche.,0.7778871655464172
143,35,CS,Skupina cyklistů závodí na ulici.,Cyklisté v cyklistickém závodě projíždějí ostrou levou zatáčkou.,0.7407069206237793
144,36,EN,A group of people praying in the dark.,Two men squat to light candles at night.,0.772396445274353
145,36,DE,Zwei Männer sitzen auf dem Boden und beten.,"Zwei Männer gehen in die Hocke, um in der Nacht Kerzen anzuzünden.",0.7636334300041199
146,36,FR,"Un groupe de personnes sont assises dehors, regardant quelque chose sur le sol.",Deux hommes s'accroupissent pour allumer des bougies dans la nuit.,0.7558596730232239
147,36,CS,"Dva muži sedí na zemi, jeden má na sobě kšiltovku.",Dva muži dřepí v noci u rozsvícených svíček.,0.7466045022010803
148,37,EN,A man and woman are walking down the street.,A young man is walking through a busy street beside a mall.,0.7860223650932312
149,37,DE,Ein Mann und eine Frau stehen auf einem Gehweg.,Ein junger Mann geht durch eine belebte Straße neben einem Einkaufszentrum.,0.7611362934112549
150,37,FR,Un homme et une femme marchent dans la rue.,"Un jeune homme marche dans une rue fréquentée, à côté d'un centre commercial.",0.7875989079475403
151,37,CS,Muž a žena stojí na chodníku.,Mladý muž jde rušnou ulicí vedle nákupního střediska.,0.7249732613563538
152,38,EN,A group of people sitting around a table in the dark.,A group of people sitting at a table in a darkened room.,0.9196959137916565
153,38,DE,Eine Gruppe von Menschen sitzt um einen Tisch herum.,Eine Gruppe sitzt in einem verdunkelten Raum an einem Tisch.,0.8409427404403687
154,38,FR,Un groupe de personnes sont assises autour d'une table dans un lieu sombre.,Un groupe de gens assis à une table dans une pièce sombre.,0.8928515911102295
155,38,CS,Skupina lidí sedí u stolu ve tmě.,"Skupina lidí, která sedí u stolu v potemnělé místnosti.",0.8415637016296387
156,39,EN,A man and two dogs play on the beach.,A man with two dogs on a beach,0.8092343211174011
157,39,DE,Ein Mann spielt mit zwei Hunden am Strand.,Ein Mann mit zwei Hunden an einem Strand.,0.8901059627532959
158,39,FR,Un homme joue avec deux chiens sur la plage.,Un homme avec deux chiens sur une plage,0.8196803331375122
159,39,CS,Muž si hraje s dvěma psy na pláži.,Muž se dvěma psy na pláži.,0.8986501693725586
160,40,EN,A large group of people on a boat.,Dozens of people are partying on a boat.,0.8494550585746765
161,40,DE,Eine große Gruppe von Menschen auf einem Boot.,Dutzende von Leuten feiern auf einem Boot.,0.8149887919425964
162,40,FR,Un groupe de personnes sur un bateau.,Des dizaines de personnes font la fête sur un bateau.,0.847707211971283
163,40,CS,Skupina lidí na lodi se dívá na něco v dálce.,Tucty lidí se baví na lodi.,0.8086371421813965
164,41,EN,A woman in a bikini drinking water on a boat.,A young woman on a boat in a light colored bikini kicks a man wearing a straw cowboy hat.,0.7999191880226135
165,41,DE,Eine Frau in einem Bikini trinkt Wasser auf einem Boot.,"Eine junge Frau auf einem Boot in einem hellen Bikini tritt einen Mann, der einen Cowboy-Hut aus Stroh trägt.",0.8084370493888855
166,41,FR,Une femme en bikini boit de l'eau sur un bateau.,"Une jeune femme sur un bateau, dans un bikini de couleur claire, donne un coup de pied à un homme portant un chapeau de cowboy en paille.",0.7855098843574524
167,41,CS,Žena v plavkách pije vodu na lodi.,Mladá žena na člunu ve světle barevnách bikinách kopá muže nosícího slaměný kovbojský klobouk.,0.677330732345581
168,42,EN,A man throws a child into the air.,A man in a wetsuit is throwing a toddler up in the air and is ready to catch him.,0.8171002864837646
169,42,DE,Ein Mann wirft einen kleinen Jungen in die Luft.,"Ein Mann in einem Taucheranzug wirft ein Krabbelkind in die Luft und ist bereit, es aufzufangen.",0.8276811838150024
170,42,FR,Un homme lance un enfant dans les airs.,Un homme dans une combinaison de plongée jette un tout-petit en l'air et est prêt à l'attraper.,0.7921275496482849
171,42,CS,Muž hází dítě do vzduchu.,Muž v neoprenu vyhazuje batole do vzduchu a je připraven ho chytit.,0.7961106300354004
172,43,EN,Two chefs in white uniforms prepare food in a kitchen.,Two chefs prepare burgers in a restaurant kitchen.,0.8715154528617859
173,43,DE,Zwei Köche bereiten Essen zu.,Zwei Köche bereiten in einer Restaurantküche Hamburger zu.,0.8830375075340271
174,43,FR,Deux hommes cuisinant dans une cuisine.,Deux chefs préparent des hamburgers dans la cuisine d'un restaurant.,0.7924957871437073
175,43,CS,Dva kuchaři připravují jídlo v kuchyni.,Dva kuchaři připravují hamburgery v restaurační kuchyni.,0.9124237895011902
176,44,EN,A group of people are sitting on blankets in the grass.,Four girls are sitting in the grass while several men stand near them.,0.8378656506538391
177,44,DE,Eine Gruppe von Menschen sitzt und steht auf einer Wiese.,"Vier Mädchen sitzen im Gras, und mehrere Männer stehen in ihrer Nähe.",0.8013211488723755
178,44,FR,Un groupe de personnes sont assises et debout dans un champ.,Quatre filles sont assises sur l'herbe pendant que plusieurs hommes sont debout près d'elles.,0.8083527088165283
179,44,CS,Skupina lidí sedí na trávě u jezera.,"Čtyři dívky sedí v trávě, zatímco několik mužů stojí blízko nich.",0.8307749032974243
180,45,EN,Two men in orange uniforms are shoveling snow from the street.,Men at work shoveling snow from a rail track.,0.807348370552063
181,45,DE,Zwei Männer in orangefarbenen Schneeanzügen schaufeln Schnee von der Straße.,Arbeitende Männer schaufeln Schnee von einem Gleis.,0.8372735977172852
182,45,FR,Deux hommes en combinaisons oranges travaillent sur la route.,Des hommes travaillant à deneiger une voie de chemin de fer.,0.7508252859115601
183,45,CS,Dva muži v oranžových uniformách zametají sníh z ulice.,Muži odhazují sníh ze železnice.,0.8018275499343872
184,46,EN,A girl in a sweatshirt is standing next to a horse and a campfire.,"A man, and girl and two horses are near a contained fire.",0.7501845955848694
185,46,DE,Ein Mädchen steht neben einem Pferd und hält ein Seil.,"Ein Mann, ein Mädchen und zwei Pferde befinden sich in der Nähe eines eingedämmten Feuers.",0.7891364097595215
186,46,FR,Une fille tient un cheval et un bûcher.,Un homme et une fille et deux chevaux sont près d'un feu contenu.,0.7895094156265259
187,46,CS,"Dívka drží provaz na koně, který stojí vedle ohně.","Muž, dívka a dva koně jsou blízko ohně.",0.7796223759651184
188,47,EN,A group of men in orange vests working on the street.,Workers wearing reflective vests working near a train car.,0.8101926445960999
189,47,DE,"Männer arbeiten bei Nacht auf der Straße, während ein Zug vorbeifährt.","Arbeiter mit Warnwesten, die in der Nähe eines Zugwaggons arbeiten.",0.7631297707557678
190,47,FR,Des ouvriers réparent le rail devant un tramway.,Des travailleurs portant des gilets réfléchissants travaillent près d'un wagon.,0.7722284197807312
191,47,CS,Dělníci pracují na ulici před vlakem.,"Dělníci, kteří nosí reflexní vesty pracují u vlaku.",0.8440914154052734
192,48,EN,A man in a white shirt is kneeling on the ground and working on a pink object.,A woman assembles a white metal frame on the sidewalk.,0.7926062941551208
193,48,DE,Ein Mann mit blauen Handschuhen arbeitet an einer rosa Metallkonstruktion.,Eine Frau baut auf dem Gehweg einen weißen Metallrahmen zusammen.,0.7713914513587952
194,48,FR,"Un homme en T-shirt blanc et short bleu est assis sur le sol, tenant un morceau de panneau de plâtre.",Une femme assemble une armature en métal blanc sur le trottoir.,0.7877458333969116
195,48,CS,Muž pracuje na nějakém projektu.,Žena sestavuje bílý kovový rám na chodníku.,0.6945023536682129
196,49,EN,Three dogs are playing with a toy in the dirt.,There are three dogs starring at a ball in the middle of them.,0.829949140548706
197,49,DE,Drei Hunde stehen draußen und einer von ihnen hat etwas auf dem Boden.,Drei Hunde starren auf einen Ball in ihrer Mitte.,0.7903754711151123
198,49,FR,"Trois chiens sont debout dehors, deux regardant un autre qui est assis sur le sol.",Il y a trois chiens qui regardent une balle au milieu d'eux.,0.7793117761611938
199,49,CS,Tři psi si hrají s kusem dřeva.,"Jsou tam tři psi, kteří zírají na míč uprostřed nich.",0.7599301934242249
200,50,EN,A girl in a yellow shirt is rock climbing.,A woman in blue shorts and a white shirt is indoor rock climbing.,0.8990710377693176
201,50,DE,Ein Mädchen mit blauen Shorts klettert an einer Felswand.,Eine Frau in blauen Shorts und einem weißen Hemd klettert in einer Halle.,0.8858383297920227
